"STATISTIC Label","Quarter","Number of Bedrooms","Property Type","Location","UNIT","VALUE"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Stoneybatter, Dublin 7","Euro","1117.33"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 8","Euro","1121.64"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Christchurch, Dublin 8","Euro","1122.85"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Cork Street, Dublin 8","Euro","1083.35"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dolphins Barn, Dublin 8","Euro",""
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Inchicore, Dublin 8","Euro","1131.82"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Islandbridge, Dublin 8","Euro","1376.84"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kilmainham , Dublin 8","Euro","1174.38"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Portobello, Dublin 8","Euro","1051.18"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Rialto, Dublin 8","Euro","1102.08"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","South Circular Road, Dublin 8","Euro","964.04"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","The Coombe, Dublin 8","Euro","1138.11"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 9","Euro","1243.87"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballymun, Dublin 9","Euro","926.34"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Beaumont, Dublin 9","Euro","1177.05"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Drumcondra, Dublin 9","Euro","1199.13"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Glasnevin, Dublin 9","Euro","1181.85"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Santry, Dublin 9","Euro","1139.68"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Whitehall, Dublin 9","Euro","1167.6"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 10","Euro","971.08"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballyfermot, Dublin 10","Euro","970.13"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Cherry Orchard, Dublin 10","Euro","941.89"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 11","Euro","1080.23"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballymun, Dublin 11","Euro","926.95"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Finglas, Dublin 11","Euro","1059.21"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Glasnevin, Dublin 11","Euro","1191.94"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Meakstown, Dublin 11","Euro","1014.36"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","St Margarets Road, Dublin 11","Euro","1105.43"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 12","Euro","1132.64"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Crumlin, Dublin 12","Euro","1095.14"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Drimnagh, Dublin 12","Euro","1175.1"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kimmage, Dublin 12","Euro","1214.58"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Walkinstown, Dublin 12","Euro","1157.35"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 13","Euro","1238.82"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Baldoyle, Dublin 13","Euro","1277.62"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Balgriffin, Dublin 13","Euro","1396.19"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Clongriffin, Dublin 13","Euro","1130.94"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Donaghmede, Dublin 13","Euro","1088.52"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Sutton, Dublin 13","Euro","1468.17"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 14","Euro","1535.31"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Churchtown, Dublin 14","Euro","1508"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Clonskeagh, Dublin 14","Euro","1789.51"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dundrum, Dublin 14","Euro","1468.64"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Goatstown, Dublin 14","Euro","1810.3"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Rathfarnham, Dublin 14","Euro","1388.11"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 15","Euro","1155.56"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ashtown, Dublin 15","Euro","1179.79"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Blanchardstown, Dublin 15","Euro","1101.78"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Carpenterstown, Dublin 15","Euro","1145.43"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Castleknock, Dublin 15","Euro","1308.99"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Clonee, Dublin 15","Euro","1113.31"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Clonsilla, Dublin 15","Euro","1127.48"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Coolmine, Dublin 15","Euro","1153.29"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Mulhuddart, Dublin 15","Euro","966.84"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ongar, Dublin 15","Euro","1040.29"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Porterstown, Dublin 15","Euro","1101.23"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Royal Canal Park, Dublin 15","Euro","1176.47"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Tyrrelstown, Dublin 15","Euro","1108.02"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 16","Euro","1419.19"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballinteer, Dublin 16","Euro","1493.51"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dundrum, Dublin 16","Euro","1530.87"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Knocklyon, Dublin 16","Euro","1374.25"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Rathfarnham, Dublin 16","Euro","1367.45"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Sandyford, Dublin 16","Euro","1161.5"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 17","Euro","1077.6"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Malahide Road, Dublin 17","Euro","1091.68"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Northern Cross, Dublin 17","Euro",""
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 18","Euro","1452.35"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Cabinteely, Dublin 18","Euro","1359"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Carrickmines, Dublin 18","Euro","1397.43"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Foxrock, Dublin 18","Euro","2050.86"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Leopardstown, Dublin 18","Euro","1566.04"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Sandyford, Dublin 18","Euro","1418.1"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Stepaside, Dublin 18","Euro","1298.55"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 20","Euro","1099.7"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Chapelizod, Dublin 20","Euro","1082.28"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Palmerstown, Dublin 20","Euro","1217.64"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Clondalkin, Dublin 22","Euro","1021.06"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dublin 24","Euro","1110.21"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballycullen, Dublin 24","Euro","1199.8"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Citywest, Dublin 24","Euro","1111.57"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Firhouse, Dublin 24","Euro","1183.96"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Tallaght, Dublin 24","Euro","1113.99"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Galway","Euro","774.6"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Galway City","Euro","876.51"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Athenry, Galway","Euro","615.44"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballinasloe, Galway","Euro","491.07"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballybane, Galway","Euro","705.41"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Ballybrit, Galway","Euro","734.18"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Barna, Galway","Euro","934.05"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Bohermore, Galway","Euro","889.95"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Claregalway, Galway","Euro","729.13"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Clifden, Galway","Euro","517.57"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Doughiska, Galway","Euro","770.06"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Gort, Galway","Euro","544.65"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Headford, Galway","Euro","793.35"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Knocknacarra, Galway","Euro","850.11"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Loughrea, Galway","Euro","549.24"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Mervue, Galway","Euro",""
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Monivea, Galway","Euro",""
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Moycullen, Galway","Euro","687.08"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Newcastle, Galway","Euro","921.65"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Oranmore, Galway","Euro","765.87"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Oughterard, Galway","Euro","584.35"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Portumna, Galway","Euro","443.31"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Rahoon, Galway","Euro","863.04"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Renmore, Galway","Euro","788.95"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Roscam, Galway","Euro","912.45"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Salthill, Galway","Euro","872.45"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Tuam, Galway","Euro","544.1"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Wellpark, Galway","Euro","828.78"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Woodquay, Galway","Euro","880.34"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kerry","Euro","565.06"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Castleisland, Kerry","Euro","513.68"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Dingle, Kerry","Euro","519.68"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kenmare, Kerry","Euro","530.97"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Killarney, Kerry","Euro","650.84"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Killorglin, Kerry","Euro","531.88"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Listowel, Kerry","Euro","465.75"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Tralee, Kerry","Euro","569.66"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kildare","Euro","911.18"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kildare Town","Euro","737.48"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Athy, Kildare","Euro","599.93"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Castledermot, Kildare","Euro","694.03"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Celbridge, Kildare","Euro","1019.34"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Clane, Kildare","Euro","912.47"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kilcock, Kildare","Euro","911.62"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kilcullen, Kildare","Euro","830.53"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Kill, Kildare","Euro","938.4"
"RTB Average Monthly Rent Report","2015Q2","All bedrooms","All property types","Leixlip, Kildare","Euro","1120.73"
